,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
1203,English,4002,Vanderbilt University,Kristen,,Navarro,2297291,9,good,TEACHER,PROFESSOR,5.0
1204,Mathematics,4002,Vanderbilt University,Mike,,Neamtu,353660,20,good,TEACHER,PROFESSOR,3.7
1205,Psychology,4002,Vanderbilt University,Amy,,Needham,1339752,12,good,TEACHER,PROFESSOR,3.5
1206,Political Science,4002,Vanderbilt University,Roy,,Neel,399852,6,good,TEACHER,PROFESSOR,4.8
1207,Education,4002,Vanderbilt University,Ann,,Neely,136746,11,good,TEACHER,PROFESSOR,4.0
1208,Human Development,4002,Vanderbilt University,Chris,,Neiman,1271977,4,average,TEACHER,PROFESSOR,3.1
1209,English,4002,Vanderbilt University,Dana,,Nelson,1641958,5,good,TEACHER,PROFESSOR,3.9
1210,Music Performance,4002,Vanderbilt University,Tyler,Scott,Nelson,2455039,1,good,TEACHER,PROFESSOR,5.0
1211,English,4002,Vanderbilt University,Miranda,,Nesler,774409,7,good,TEACHER,PROFESSOR,4.0
1212,Philosophy,4002,Vanderbilt University,Karen,,Ng,2093030,3,good,TEACHER,PROFESSOR,3.8
1213,Mathematics,4002,Vanderbilt University,Matthew,,Nickodemus,1270810,5,good,TEACHER,PROFESSOR,4.0
1214,Economics,4002,Vanderbilt University,Gregory,,Niemesh,1779684,3,good,TEACHER,PROFESSOR,4.5
1215,Music Performance,4002,Vanderbilt University,Craig,,Nies,912284,5,good,TEACHER,PROFESSOR,4.6
1216,Mathematics,4002,Vanderbilt University,Jordan,,Nikkel,2363086,0,zero,TEACHER,PROFESSOR,N/A
1217,Economics,4002,Vanderbilt University,Sayeh,,Nikpay,2461114,1,good,TEACHER,PROFESSOR,5.0
1218,Languages,4002,Vanderbilt University,Rachel,,Nisselson,1078663,3,average,TEACHER,PROFESSOR,2.8
1219,Sociology,4002,Vanderbilt University,Rosevelt,,Noble,885810,21,good,TEACHER,PROFESSOR,4.2
1220,Engineering,4002,Vanderbilt University,Jack,,Noble,2305666,2,poor,TEACHER,PROFESSOR,2.0
1221,Psychology,4002,Vanderbilt University,Nancy,,Nolan,1081904,16,average,TEACHER,PROFESSOR,3.5
1222,Psychology,4002,Vanderbilt University,Julia,,Noland,1194301,26,average,TEACHER,PROFESSOR,3.5
1223,Anthropology,4002,Vanderbilt University,Amy,L.,Non,1912252,3,good,TEACHER,PROFESSOR,4.5
1224,Biology,4002,Vanderbilt University,Jared,,Nordman,2231438,15,good,TEACHER,PROFESSOR,4.0
1225,English,4002,Vanderbilt University,Kelsey,,Norris,2190047,1,good,TEACHER,PROFESSOR,5.0
1226,Music,4002,Vanderbilt University,Leslie,,Norton,1245490,5,good,TEACHER,PROFESSOR,4.3
1227,Psychology,4002,Vanderbilt University,Laura,,Novick,277130,39,poor,TEACHER,PROFESSOR,2.2
1228,English,4002,Vanderbilt University,Ifeoma,,Nwankwo,1104589,14,average,TEACHER,PROFESSOR,3.0
1229,Engineering,4002,Vanderbilt University,Jeffrey,,Nymann,1277932,0,zero,TEACHER,PROFESSOR,N/A
1230,Languages,4002,Vanderbilt University,Anthere,,Nzabatsinda,316543,23,average,TEACHER,PROFESSOR,3.0
1231,Human Development,4002,Vanderbilt University,Katherine,,O'Doherty,1574943,1,average,TEACHER,PROFESSOR,3.0
1232,Law,4002,Vanderbilt University,Erin,,O'Hara,1070536,2,good,TEACHER,PROFESSOR,3.5
1233,Human Development,4002,Vanderbilt University,Sarah,,O'Hara,2291670,1,average,TEACHER,PROFESSOR,3.0
1234,Art History,4002,Vanderbilt University,Halle,,O'Neal,1853850,1,good,TEACHER,PROFESSOR,4.0
1235,Art History,4002,Vanderbilt University,Morna,,O'Neill,1277660,5,good,TEACHER,PROFESSOR,4.8
1236,Physics,4002,Vanderbilt University,Volker,,Oberacker,351502,5,good,TEACHER,PROFESSOR,5.0
1237,History,4002,Vanderbilt University,Moses,,Ochonu,769231,21,average,TEACHER,PROFESSOR,3.2
1238,Computer Science,4002,Vanderbilt University,Ipek,,Oguz,2522283,5,good,TEACHER,PROFESSOR,4.2
1239,Economics,4002,Vanderbilt University,Hyunseung,,Oh,1957444,18,good,TEACHER,PROFESSOR,3.5
1240,Economics,4002,Vanderbilt University,Adugna,,Olani,2464607,22,average,TEACHER,PROFESSOR,3.4
1241,Psychology,4002,Vanderbilt University,Olubunmi (bunmi),,Olatunji,1049578,25,good,TEACHER,PROFESSOR,3.5
1242,Spanish,4002,Vanderbilt University,Elena,,Olazagasti-Segovia,1194334,12,good,TEACHER,PROFESSOR,4.5
1243,International Studies,4002,Vanderbilt University,Emanuelle,K. F.,Oliveira-Monte,2451683,1,good,TEACHER,PROFESSOR,4.0
1244,Philosophy,4002,Vanderbilt University,Kelly,,Oliver,1231820,6,good,TEACHER,PROFESSOR,4.2
1245,Business,4002,Vanderbilt University,Kerry,,Oliver,2445556,1,good,TEACHER,PROFESSOR,4.0
1246,Management,4002,Vanderbilt University,Marilyn,,Ollila,1358633,3,good,TEACHER,PROFESSOR,4.7
1247,Mathematics,4002,Vanderbilt University,Alexander,,Olshanskiy,519150,8,average,TEACHER,PROFESSOR,3.3
1248,Economics,4002,Vanderbilt University,Ali,,Onder,1236967,4,poor,TEACHER,PROFESSOR,2.4
1249,Political Science,4002,Vanderbilt University,Bruce,,Oppenheimer,178608,51,good,TEACHER,PROFESSOR,4.1
1250,Communication,4002,Vanderbilt University,Stephen,,Ornes,2090015,4,good,TEACHER,PROFESSOR,4.2
1251,English,4002,Vanderbilt University,Bridget,,Orr,946651,11,good,TEACHER,PROFESSOR,4.2
1252,Anthropology,4002,Vanderbilt University,Charles,,Orser,2246427,2,good,TEACHER,PROFESSOR,5.0
1253,Languages,4002,Vanderbilt University,Amarilis,,Ortiz,1088231,31,good,TEACHER,PROFESSOR,4.3
1254,Mathematics,4002,Vanderbilt University,Denis,,Osin,1670222,6,good,TEACHER,PROFESSOR,4.3
1255,Psychology,4002,Vanderbilt University,Maria,,Osina,1940682,24,average,TEACHER,PROFESSOR,3.5
1256,Engineering,4002,Vanderbilt University,Caglar,,Oskay,1259211,1,good,TEACHER,PROFESSOR,4.0
1257,Geology,4002,Vanderbilt University,Jessica,,Oster,2318020,1,good,TEACHER,PROFESSOR,4.0
1258,English,4002,Vanderbilt University,Wade,,Ostrowski,1398266,2,good,TEACHER,PROFESSOR,4.8
1259,Computer Science,4002,Vanderbilt University,William,,Otte,1882260,8,poor,TEACHER,PROFESSOR,1.8
1260,Philosophy,4002,Vanderbilt University,Lucius,T.,Outlaw,1929642,18,average,TEACHER,PROFESSOR,2.8
1261,Geology,4002,Vanderbilt University,Carol,,Owen,1898290,0,zero,TEACHER,PROFESSOR,N/A
1262,English,4002,Vanderbilt University,Bethany,,Packard,1504830,3,good,TEACHER,PROFESSOR,5.0
1263,Economics,4002,Vanderbilt University,Analisa,,Packham,2556517,7,good,TEACHER,PROFESSOR,4.3
1264,Biology,4002,Vanderbilt University,Terry,,Page,484522,21,good,TEACHER,PROFESSOR,4.6
1265,Languages,4002,Vanderbilt University,Roxane,,Pajoul,1609598,4,good,TEACHER,PROFESSOR,4.9
1266,Languages,4002,Vanderbilt University,Carolina,,Palacios,911237,16,good,TEACHER,PROFESSOR,3.7
1267,Languages,4002,Vanderbilt University,Laurie,,Pallotta,768722,6,good,TEACHER,PROFESSOR,4.5
1268,Psychology,4002,Vanderbilt University,Thomas,,Palmeri,828402,7,good,TEACHER,PROFESSOR,3.6
1269,Education,4002,Vanderbilt University,Amy,B,Palmeri,1813485,2,average,TEACHER,PROFESSOR,3.0
1270,English,4002,Vanderbilt University,Cristina,,Pangilinan,1550949,3,average,TEACHER,PROFESSOR,2.7
1271,Physics,4002,Vanderbilt University,Socrates,,Pantelides,535151,26,poor,TEACHER,PROFESSOR,1.8
1272,Languages,4002,Vanderbilt University,Samuele,,Pardini,734773,9,good,TEACHER,PROFESSOR,4.6
1273,Philosophy,4002,Vanderbilt University,Ted,,Parent,1195606,6,poor,TEACHER,PROFESSOR,1.1
1274,Psychology,4002,Vanderbilt University,Sohee,,Park,347049,17,average,TEACHER,PROFESSOR,3.3
1275,Management,4002,Vanderbilt University,Kendall,,Park,2639894,0,zero,TEACHER,PROFESSOR,N/A
1276,Languages,4002,Vanderbilt University,Jason,,Parker,1385990,0,zero,TEACHER,PROFESSOR,N/A
1277,English,4002,Vanderbilt University,Madelin,,Parsley,2403250,1,good,TEACHER,PROFESSOR,5.0
1278,Engineering,4002,Vanderbilt University,Cynthia,,Paschal,126727,30,average,TEACHER,PROFESSOR,2.5
1279,Biology,4002,Vanderbilt University,James,,Pask,2459531,8,poor,TEACHER,PROFESSOR,2.4
1280,Management,4002,Vanderbilt University,Steve,,Pate,1506796,4,good,TEACHER,PROFESSOR,4.8
1281,Biology,4002,Vanderbilt University,Maulik,,Patel,2366635,5,average,TEACHER,PROFESSOR,2.8
1282,Geology,4002,Vanderbilt University,Meagan,,Patrick,2004911,1,average,TEACHER,PROFESSOR,3.0
1283,Theology,4002,Vanderbilt University,Daniel,,Patte,351350,12,average,TEACHER,PROFESSOR,3.2
1284,Sociology,4002,Vanderbilt University,Evelyn,,Patterson,1528272,14,good,TEACHER,PROFESSOR,4.5
1285,African-American Studies,4002,Vanderbilt University,Tiffany,,Patterson,1912312,10,good,TEACHER,PROFESSOR,4.1
1286,Biology,4002,Vanderbilt University,Jim,,Patton,356436,41,good,TEACHER,PROFESSOR,3.7
1287,Biology,4002,Vanderbilt University,James ,,Patton,1999906,6,good,TEACHER,PROFESSOR,3.8
1288,Fine Arts,4002,Vanderbilt University,Vesna,,Pavlovic,1437783,5,good,TEACHER,PROFESSOR,4.7
1289,Human Development,4002,Vanderbilt University,Jeremy,,Payne,2278305,16,good,TEACHER,PROFESSOR,3.8
1290,Mathematics,4002,Vanderbilt University,Jacob,,Peabody,1748607,1,poor,TEACHER,PROFESSOR,2.0
1291,Health Science,4002,Vanderbilt University,Scott,,Pearson,1771268,5,good,TEACHER,PROFESSOR,4.8
1292,English,4002,Vanderbilt University,Erin,,Pellarin,1756442,1,good,TEACHER,PROFESSOR,5.0
1293,Geology,4002,Vanderbilt University,Jennifer,,Pema,2246252,0,zero,TEACHER,PROFESSOR,N/A
1294,Engineering,4002,Vanderbilt University,Kenneth,R.,Pence,608252,27,good,TEACHER,PROFESSOR,3.8
1295,Education,4002,Vanderbilt University,Emily,,Pendergrass,2593035,2,good,TEACHER,PROFESSOR,5.0
1296,Political Science,4002,Vanderbilt University,Efren,,Perez,1381551,9,average,TEACHER,PROFESSOR,2.9
1297,Biology,4002,Vanderbilt University,Doug,,Perkins,2115456,0,zero,TEACHER,PROFESSOR,N/A
1298,Philosophy,4002,Vanderbilt University,Diane,,Perpich,399830,3,good,TEACHER,PROFESSOR,4.5
1299,Computer Science,4002,Vanderbilt University,Forrest,,Perry,1221509,2,good,TEACHER,PROFESSOR,4.8
1300,Education,4002,Vanderbilt University,Jeanne,,Peter,353842,5,good,TEACHER,PROFESSOR,4.8
1301,Philosophy,4002,Vanderbilt University,Mark,,Peter,1431977,3,good,TEACHER,PROFESSOR,3.5
1302,Engineering,4002,Vanderbilt University,Richard,,Peters,824659,14,good,TEACHER,PROFESSOR,3.8
1303,Physics,4002,Vanderbilt University,Todd,,Peterson,1165672,2,good,TEACHER,PROFESSOR,4.0
1304,Mathematics,4002,Vanderbilt University,Jesse,,Peterson,1268712,13,good,TEACHER,PROFESSOR,3.8
1305,Languages,4002,Vanderbilt University,Rebecca,,Peterson,1663276,19,good,TEACHER,PROFESSOR,4.5
1306,Medicine,4002,Vanderbilt University,Courtney,,Peterson,2591563,3,good,TEACHER,PROFESSOR,4.0
1307,Languages,4002,Vanderbilt University,Elyse,,Petit,2313425,7,good,TEACHER,PROFESSOR,4.9
1308,Classics,4002,Vanderbilt University,David,,Petrain,975004,4,good,TEACHER,PROFESSOR,4.4
1309,Psychology,4002,Vanderbilt University,William,,Petrie,2141178,2,good,TEACHER,PROFESSOR,3.5
1310,Sociology,4002,Vanderbilt University,Philip,,Pettis,2665091,1,good,TEACHER,PROFESSOR,5.0
1311,Medicine,4002,Vanderbilt University,Juleigh,,Petty,1353313,15,good,TEACHER,PROFESSOR,4.1
1312,English,4002,Vanderbilt University,Chris,,Pexa,1714178,1,good,TEACHER,PROFESSOR,4.5
1313,English,4002,Vanderbilt University,James,,Phelan,1964921,11,good,TEACHER,PROFESSOR,3.6
1314,Criminal Justice,4002,Vanderbilt University,Grady,,Phelps,2615931,0,zero,TEACHER,PROFESSOR,N/A
1315,Music Performance,4002,Vanderbilt University,Joe Rea,,Phillips,1827634,1,good,TEACHER,PROFESSOR,5.0
1316,Chemistry,4002,Vanderbilt University,Shawn,,Phillips,857660,143,good,TEACHER,PROFESSOR,3.6
1317,Education,4002,Vanderbilt University,Emily,,Phillips Galloway,2517460,1,good,TEACHER,PROFESSOR,5.0
1318,History,4002,Vanderbilt University,Danielle,,Picard,2482519,3,good,TEACHER,PROFESSOR,5.0
1319,Anthropology,4002,Vanderbilt University,Jemima,,Pierre,317309,7,average,TEACHER,PROFESSOR,2.6
1320,Mathematics,4002,Vanderbilt University,Pamela,,Pigg,151529,193,good,TEACHER,PROFESSOR,3.7
1321,Engineering,4002,Vanderbilt University,Cary,L,Pint,1819603,6,good,TEACHER,PROFESSOR,4.8
1322,Languages,4002,Vanderbilt University,Maria,,Pintane,1484537,26,good,TEACHER,PROFESSOR,3.9
1323,Engineering,4002,Vanderbilt University,Peter,,Pintauro,1188163,2,good,TEACHER,PROFESSOR,4.8
1324,Business,4002,Vanderbilt University,Georgine,,Pion,283300,13,good,TEACHER,PROFESSOR,3.7
1325,Computer Science,4002,Vanderbilt University,Dominique,,Piot,2248529,42,average,TEACHER,PROFESSOR,2.7
1326,Sociology,4002,Vanderbilt University,Richard,,Pitt,377911,23,good,TEACHER,PROFESSOR,4.0
1327,Biology,4002,Vanderbilt University,Ronald,Jason,Pitts,2214972,3,good,TEACHER,PROFESSOR,5.0
1328,Engineering,4002,Vanderbilt University,Robert,,Pitz,634561,10,average,TEACHER,PROFESSOR,3.2
1329,Biology,4002,Vanderbilt University,Lucia,,Plant,2538125,4,good,TEACHER,PROFESSOR,4.0
1330,Chemistry,4002,Vanderbilt University,Lars,,Plate,2328501,11,good,TEACHER,PROFESSOR,4.4
1331,Music,4002,Vanderbilt University,Russell,,Platt,2533514,1,poor,TEACHER,PROFESSOR,1.0
1332,English,4002,Vanderbilt University,John,,Plummer,178211,17,good,TEACHER,PROFESSOR,4.4
1333,Languages,4002,Vanderbilt University,Jessica,,Pokowitz,2051154,0,zero,TEACHER,PROFESSOR,N/A
1334,Chemistry,4002,Vanderbilt University,Prasad,,Polavarapu,488665,63,good,TEACHER,PROFESSOR,3.6
1335,Psychology,4002,Vanderbilt University,Sean,,Polyn,1432135,13,good,TEACHER,PROFESSOR,3.7
1336,Finance,4002,Vanderbilt University,Veronika,,Pool,2559858,4,good,TEACHER,PROFESSOR,3.8
1337,Nursing,4002,Vanderbilt University,Jamie,,Pope,595162,50,good,TEACHER,PROFESSOR,4.5
1338,Chemistry,4002,Vanderbilt University,Ned,,Porter,240800,8,good,TEACHER,PROFESSOR,4.4
1339,Fine Arts,4002,Vanderbilt University,Ron,,Porter,346963,9,good,TEACHER,PROFESSOR,4.0
1340,English,4002,Vanderbilt University,Dahlia,,Porter,1267742,4,good,TEACHER,PROFESSOR,3.5
1341,Music,4002,Vanderbilt University,Michael,,Porter,1884127,13,average,TEACHER,PROFESSOR,3.3
1342,Languages,4002,Vanderbilt University,Nathalie,,Porter,197693,28,good,TEACHER,PROFESSOR,4.1
1343,English,4002,Vanderbilt University,Aubrey,,Porterfield,2138579,0,zero,TEACHER,PROFESSOR,N/A
1344,Art,4002,Vanderbilt University,Kristine,,Potter,2471609,2,good,TEACHER,PROFESSOR,4.5
1345,Mathematics,4002,Vanderbilt University,Alex,,Powell,767705,30,good,TEACHER,PROFESSOR,4.4
1346,Engineering,4002,Vanderbilt University,Jon,,Powles,2279745,2,average,TEACHER,PROFESSOR,3.0
1347,Education,4002,Vanderbilt University,Lisa,,Pray,2112616,2,average,TEACHER,PROFESSOR,3.0
1348,Psychology,4002,Vanderbilt University,Kris,,Preacher,1682547,7,average,TEACHER,PROFESSOR,3.4
1349,Mathematics,4002,Vanderbilt University,Adam,,Prenosil,2433866,12,good,TEACHER,PROFESSOR,4.0
1350,Mathematics,4002,Vanderbilt University,Joanna,,Pressley,1378757,8,average,TEACHER,PROFESSOR,3.4
1351,Psychology,4002,Vanderbilt University,Gavin,,Price,1778372,4,good,TEACHER,PROFESSOR,3.6
1352,Religion,4002,Vanderbilt University,David,H.,Price,2595572,0,zero,TEACHER,PROFESSOR,N/A
1353,Languages,4002,Vanderbilt University,Martine,,Prieto,235785,17,good,TEACHER,PROFESSOR,3.9
1354,Languages,4002,Vanderbilt University,Rene,,Prieto,781218,12,good,TEACHER,PROFESSOR,3.6
1355,Engineering,4002,Vanderbilt University,Tracy,,Primich,1381180,1,good,TEACHER,PROFESSOR,4.0
1356,English,4002,Vanderbilt University,Stephanie,,Pruitt,1492978,7,good,TEACHER,PROFESSOR,5.0
1357,Mathematics,4002,Vanderbilt University,Shusen,,Pu,2621053,5,good,TEACHER,PROFESSOR,4.6
1358,Political Science,4002,Vanderbilt University,Bill,,Purcell,2318107,2,good,TEACHER,PROFESSOR,5.0
1359,Human Development,4002,Vanderbilt University,Chris,,Purcell,2489673,2,average,TEACHER,PROFESSOR,3.0
1360,English,4002,Vanderbilt University,Justin,,Quarry,1526447,30,good,TEACHER,PROFESSOR,4.3
1361,English,4002,Vanderbilt University,Killian,,Quigley,1919898,5,good,TEACHER,PROFESSOR,4.3
1362,Economics,4002,Vanderbilt University,Sarah,,Quincy,2553740,1,poor,TEACHER,PROFESSOR,1.0
1363,Human Development,4002,Vanderbilt University,Christine,,Quinn Trank,1665889,6,good,TEACHER,PROFESSOR,4.8
1364,Biology,4002,Vanderbilt University,Amita,,Rachakonda,2099762,22,average,TEACHER,PROFESSOR,3.1
1365,Philosophy,4002,Vanderbilt University,Lyn,,Radke,1892756,9,good,TEACHER,PROFESSOR,4.2
1366,Mathematics,4002,Vanderbilt University,Lori,,Rafter,308479,114,average,TEACHER,PROFESSOR,3.3
1367,Mathematics,4002,Vanderbilt University,John,,Rafter,529077,89,average,TEACHER,PROFESSOR,3.5
1368,Mathematics,4002,Vanderbilt University,Mrinal,,Raghupathi,1280229,9,good,TEACHER,PROFESSOR,4.5
1369,Business,4002,Vanderbilt University,Ranga,,Ramanujam,1826046,0,zero,TEACHER,PROFESSOR,N/A
1370,Physics,4002,Vanderbilt University,Akunuri,,Ramayya,436136,49,poor,TEACHER,PROFESSOR,2.4
1371,Languages,4002,Vanderbilt University,Lynn,,Ramey,453113,9,good,TEACHER,PROFESSOR,4.6
1372,Languages,4002,Vanderbilt University,Joy,,Ramirez,740220,5,good,TEACHER,PROFESSOR,3.7
1373,Languages,4002,Vanderbilt University,Andre,,Ramos Chacon,2552111,0,zero,TEACHER,PROFESSOR,N/A
1374,History,4002,Vanderbilt University,Matthew,,Ramsey,283304,14,good,TEACHER,PROFESSOR,3.6
1375,English,4002,Vanderbilt University,Alice,,Randall,1128480,12,good,TEACHER,PROFESSOR,4.4
1376,Humanities,4002,Vanderbilt University,Caroline,,Randall Williams,2590859,3,good,TEACHER,PROFESSOR,5.0
1377,Business,4002,Vanderbilt University,Joe,,Rando,1320346,30,good,TEACHER,PROFESSOR,4.2
1378,Philosophy,4002,Vanderbilt University,Martin,,Rapisarda,1132851,2,good,TEACHER,PROFESSOR,4.5
1379,Mathematics,4002,Vanderbilt University,Rares,,Rasdeaconu,1755842,19,good,TEACHER,PROFESSOR,4.0
1380,Languages,4002,Vanderbilt University,Philip,,Rasico,750450,20,good,TEACHER,PROFESSOR,3.7
1381,Business,4002,Vanderbilt University,Mark,,Ratchford,1826049,10,average,TEACHER,PROFESSOR,3.2
1382,Mathematics,4002,Vanderbilt University,John,,Ratcliffe,597547,11,good,TEACHER,PROFESSOR,4.0
1383,Biology,4002,Vanderbilt University,Jeff,,Rathmell,2593243,0,zero,TEACHER,PROFESSOR,N/A
1384,Film,4002,Vanderbilt University,Jonathan,,Rattner,1389043,18,good,TEACHER,PROFESSOR,4.0
1385,Political Science,4002,Vanderbilt University,James,,Ray,133850,34,average,TEACHER,PROFESSOR,3.0
1386,Languages,4002,Vanderbilt University,Mary Beth,,Raycraft,316545,22,good,TEACHER,PROFESSOR,4.4
1387,Nursing,4002,Vanderbilt University,Aggie,,Read,2450727,0,zero,TEACHER,PROFESSOR,N/A
1388,Engineering,4002,Vanderbilt University,Trey,,Reece,1914502,6,poor,TEACHER,PROFESSOR,2.4
1389,Engineering,4002,Vanderbilt University,Robert,,Reed,940707,8,good,TEACHER,PROFESSOR,4.4
1390,International Studies,4002,Vanderbilt University,Leslie,,Reed,2058168,2,good,TEACHER,PROFESSOR,4.8
1391,English,4002,Vanderbilt University,Anthony,,Reed,2549440,3,good,TEACHER,PROFESSOR,5.0
1392,Economics,4002,Vanderbilt University,Claudia,,Rei,2084067,1,average,TEACHER,PROFESSOR,3.0
1393,Mathematics,4002,Vanderbilt University,Kamran,,Reihani,1865644,6,good,TEACHER,PROFESSOR,3.7
1394,Economics,4002,Vanderbilt University,Jennifer,,Reinganum,972931,11,good,TEACHER,PROFESSOR,3.5
1395,Psychology,4002,Vanderbilt University,Michelle,,Reising,2181103,1,poor,TEACHER,PROFESSOR,2.0
1396,English,4002,Vanderbilt University,Nancy,,Reisman,941538,12,good,TEACHER,PROFESSOR,4.0
1397,English,4002,Vanderbilt University,Brian,,Rejack,909841,11,average,TEACHER,PROFESSOR,3.4
1398,Economics,4002,Vanderbilt University,Christina,,Rennhoff,1099362,43,good,TEACHER,PROFESSOR,4.4
1399,Physics,4002,Vanderbilt University,Erin,,Rericha,1755695,20,good,TEACHER,PROFESSOR,3.6
1400,Religion,4002,Vanderbilt University,Graham,,Reside,2226291,1,good,TEACHER,PROFESSOR,5.0
1401,Languages,4002,Vanderbilt University,Catalina,,Restrepo,937360,1,good,TEACHER,PROFESSOR,4.5
1402,Languages,4002,Vanderbilt University,Raisa,,Rexer,2650797,4,good,TEACHER,PROFESSOR,4.8
1403,Mathematics,4002,Vanderbilt University,Aleksandr,,Reznikov,2201326,0,zero,TEACHER,PROFESSOR,N/A
1404,Languages,4002,Vanderbilt University,David,,Richter,423760,4,good,TEACHER,PROFESSOR,4.6
1405,Languages,4002,Vanderbilt University,Christine,,Richter-Nilsson,2288897,5,good,TEACHER,PROFESSOR,5.0
1406,Languages,4002,Vanderbilt University,Daniel,,Ridge,1833941,13,good,TEACHER,PROFESSOR,4.4
1407,Psychology,4002,Vanderbilt University,John,,Rieser,1198525,10,poor,TEACHER,PROFESSOR,2.1
1408,Classics,4002,Vanderbilt University,Joseph,,Rife,1516164,14,good,TEACHER,PROFESSOR,3.5
1409,History,4002,Vanderbilt University,Tasha,,Rijke-Epstein,2411370,9,good,TEACHER,PROFESSOR,4.8
1410,Computer Science,4002,Vanderbilt University,Derek,,Riley,1358190,2,good,TEACHER,PROFESSOR,5.0
1411,Music,4002,Vanderbilt University,Kevin,,Rilling,2650442,1,good,TEACHER,PROFESSOR,5.0
1412,Languages,4002,Vanderbilt University,Raquel,,Rincon,351330,33,good,TEACHER,PROFESSOR,3.7
1413,Philosophy,4002,Vanderbilt University,Eric,,Ritter,2239258,12,good,TEACHER,PROFESSOR,3.7
1414,Political Science,4002,Vanderbilt University,Emily,Hencken,Ritter,2586406,1,good,TEACHER,PROFESSOR,5.0
1415,Psychology,4002,Vanderbilt University,Bethany,,Rittle-Johnson,380814,12,average,TEACHER,PROFESSOR,3.3
1416,Languages,4002,Vanderbilt University,Jessica,,Riviere,2006498,2,good,TEACHER,PROFESSOR,4.8
1417,Chemistry,4002,Vanderbilt University,Carmelo,J.,Rizzo,198205,46,good,TEACHER,PROFESSOR,3.5
1418,Mathematics,4002,Vanderbilt University,Samuel,A,Rizzo,2558071,2,average,TEACHER,PROFESSOR,2.5
1419,Mathematics,4002,Vanderbilt University,Jakayla,,Robbins,1701123,57,average,TEACHER,PROFESSOR,3.4
1420,History,4002,Vanderbilt University,Frank,,Robinson,272764,33,good,TEACHER,PROFESSOR,4.9
1421,Art History,4002,Vanderbilt University,Betsey,,Robinson,1323121,6,good,TEACHER,PROFESSOR,4.7
1422,Engineering,4002,Vanderbilt University,William,,Robinson,1636778,21,poor,TEACHER,PROFESSOR,2.4
